,0,1
322,7.519529,4.1446557
323,5.176819,6.3655987
324,7.7489862,7.5699067
325,11.464566,6.411272
326,8.038825,4.8483825
327,11.016598,7.879367
328,11.0858555,7.915038
329,11.123974,7.928046
330,9.951838,6.541326
331,10.574745,4.1029787
332,10.45098,3.822081
333,11.390148,5.4000635
334,6.79861,3.3250215
335,10.366196,7.440635
336,5.7772408,3.588244
337,7.326615,6.495539
338,7.320843,5.1712704
339,4.0730767,6.3949203
340,7.010046,6.5806117
341,10.986056,4.474621
342,10.955418,4.4078474
343,10.965109,4.389072
344,11.045744,4.585106
345,7.337095,6.809682
346,6.9722614,6.6886454
347,7.5929675,6.671658
348,7.234235,6.780841
349,7.3403206,6.874408
350,7.3815546,5.969339
351,7.386825,3.657892
352,7.8755884,5.0288577
353,7.0124235,2.08012
354,4.230856,6.447687
355,4.65911,5.515233
356,7.458311,4.818168
357,7.163914,6.309923
358,7.1343417,5.810419
359,6.642094,4.3477755
360,3.9689467,6.1270475
361,4.091569,4.6250772
362,3.933805,6.0001273
363,3.753981,6.1020446
364,5.6947637,4.9347754
365,8.728629,4.3648944
366,7.093295,6.4898624
367,6.3589234,4.5269666
368,8.210265,4.07423
369,4.1880336,4.43368
370,7.68725,3.3582518
371,5.622183,4.994749
372,5.612211,5.003886
373,5.561185,4.943943
374,5.8976035,5.1633162
375,3.6254432,6.1030464
376,11.667311,6.667856
377,7.700842,4.715505
378,11.017054,5.612596
379,11.337678,5.3503666
380,6.718884,5.044137
381,9.808006,7.344743
382,9.787642,7.3363533
383,9.907624,3.4857228
384,4.5876393,5.5827312
385,8.032717,6.592687
386,4.426831,6.220031
387,4.367983,6.608679
388,7.550704,7.371394
389,9.779818,6.3953795
390,3.7390223,6.409623
391,6.257088,3.601558
392,9.229486,6.0916424
393,8.699557,6.0419455
394,8.802793,6.0106025
395,11.41275,4.9042034
396,10.269031,7.5176806
397,4.608531,6.135629
398,10.59278,6.9140587
399,4.543253,6.4295983
400,4.104322,4.640242
401,7.312417,7.0151863
402,6.5383797,3.547424
403,5.86608,3.5898185
404,10.774608,6.9035974
405,10.312104,7.023423
406,8.166248,3.6379938
407,5.2370224,6.397812
408,10.559195,7.6319137
409,6.5332623,2.2751565
410,11.5816765,6.707534
411,4.10821,4.6082377
412,10.63542,7.977789
413,7.5259576,4.882981
